compissueURI,component,intissueURI,integrated
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RightToPropertyFormal>","""Right to Property - Formal""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SourcesOfFinancialCapital>","""Sources of Financial Capital""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandTenure>","""Land Tenure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandscapeChanges>","""Landscape Changes""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GenderPolicy>","""Gender Policy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterRights>","""Water Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Discrimination>","""Discrimination""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ResourceRights>","""Resource Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandFragmentation>","""Land Fragmentation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomensAccessToFinancialCapital>","""Women's Access to Financial Capital""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandUse>","""Land Use""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomensAccessToSocialCapital>","""Women's Access to Social Capital""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RuleOfLaw>","""Rule of Law""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanUseOfProtectedAreas>","""Human Use of Protected Areas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#UseRights>","""Use Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PropertyRights>","""Property rights"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Grazing>","""Grazing""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TerrestrialProtectedAreas>","""Terrestrial Protected Areas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ProtectedAreaEncroachment>","""Protected Area Encroachment""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Ecotourism>","""Ecotourism""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EcosystemHealth>","""Ecosystem Health""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SpeciesThreatenedWithExtinction>","""Species Threatened with Extinction""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ProtectionOfThreatenedAndRareEcosystems>","""Protection of Threatened & Rare Ecosystems""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandscapeProtection>","""Landscape Protection""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Forests>","""Forests""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarineProtectedAreas>","""Marine Protected Areas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForestManagementPractices>","""Forest Management Practices""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EcosystemManagement>","""Ecosystem Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterRights>","""Water Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ResourceRights>","""Resource Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SpeciesDiversity>","""Species Diversity""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandFragmentation>","""Land Fragmentation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandUse>","""Land Use""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ProtectedAreasmanagement>","""Protected Areas--Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CulturalServices>","""Cultural Services""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanUseOfProtectedAreas>","""Human Use of Protected Areas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Habitats>","""Habitats""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ProtectedAreas>","""Protected areas"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OccupationalHealth>","""Occupational Health""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Overnutrition>","""Overnutrition""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OzoneDepletion>","""Ozone Depletion""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ManmadeDisasters>","""Manmade Disasters""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PostnatalCare>","""Postnatal Care""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DiseaseIncidenceNoncommunicable>","""Disease Incidence - Noncommunicable""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Buildings>","""Buildings""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterInfrastructure>","""Water Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToHealthcare>","""Access to Healthcare""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PotableWater>","""Potable Water""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Contraception>","""Contraception""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#BirthDefects>","""Birth Defects""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Contamination>","""Contamination""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterMitigation>","""Disaster Mitigation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InvestmentInHealth>","""Investment In Health""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AirPollution>","""Air Pollution""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Wastewater>","""Wastewater""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SexuallyTransmittedDiseases>","""Sexually Transmitted Diseases""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OccupationalMortality>","""Occupational Mortality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InvasiveSpecies>","""Invasive Species""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WorkingConditions>","""Working Conditions""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Prices>","""Prices""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DiseaserelatedMortality>","""Disease-Related Mortality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToCleanWater>","""Access to Clean Water""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PharmaceuticalProducts>","""Pharmaceutical Products""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PrenatalCare>","""Prenatal Care""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodSafety>","""Food Safety""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FamilyPlanning>","""Family Planning""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterQuality>","""Water Quality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterRelief>","""Disaster Relief""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HealthCareInfrastructure>","""Health Care Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MaternalMortality>","""Maternal Mortality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DiseasesAndPests>","""Diseases and Pests""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MaternalHealthServices>","""Maternal Health Services""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AirQuality>","""Air Quality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanExposure>","""Human Exposure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DiseaseIncidenceCommunicable>","""Disease Incidence - Communicable""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PublicHealthInitiatives>","""Public Health Initiatives""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#UndernutritionChronic>","""Undernutrition - Chronic""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ViolencerelatedMortality>","""Violence-Related Mortality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisastersHealthImpact>","""Disasters - Health Impact""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToSanitation>","""Access to Sanitation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ChildMortality>","""Child Mortality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Immunization>","""Immunization""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#NutritionalValue>","""Nutritional Value""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HazardousWastesmanagement>","""Hazardous Wastes--Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ViolenceAgainstWomenPolicy>","""Violence Against Women Policy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#UndernutritionAcute>","""Undernutrition - Acute""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#PublicHealth>","""Public health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PostnatalCare>","""Postnatal Care""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ReproductiveHealth>","""Reproductive health"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToHealthcare>","""Access to Healthcare""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#ReproductiveHealth>","""Reproductive health"""
